permit_type_code,permit_id,full_permit_number,permit_details_url,merged_permit_ids,address,city,issue_date,project_type,valuation,contractor,plan_doc_name,key_scope_terms,priority,reason
F159,26000518,F159-26000518,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F159-26000518,F159-26000518,6900 S 59TH AVE,PHOENIX,1/13/2026 9:55:34 AM,Commercial,0.00,VALLEY FIRE SPRINKLER INC,FPPD-251900,,Trash,negative=fire|sprinkler
F159,26000519,F159-26000519,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F159-26000519,F159-26000519,6900 S 59TH AVE,PHOENIX,1/13/2026 9:55:34 AM,Commercial,0.00,VALLEY FIRE SPRINKLER INC,FPPD-251905,,Trash,negative=fire|sprinkler
F159,26000520,F159-26000520,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F159-26000520,F159-26000520,6900 S 59TH AVE,PHOENIX,1/13/2026 9:55:34 AM,Commercial,0.00,VALLEY FIRE SPRINKLER INC,FPPD-251907,,Trash,negative=fire|sprinkler
LPRN,2600195,LPRN-2600195,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRN-2600195,LPRN-2600195,4357 E MCDOWELL RD,PHOENIX,1/13/2026 9:37:44 AM,Commercial,2000000.00,JOHANNES JEFFREY,,,Trash,no_hvac_signal
F875,26000516,F875-26000516,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F875-26000516,F875-26000516,20930 N TATUM BLVD,PHOENIX,1/13/2026 9:35:15 AM,Commercial,0.00,SUMMIT FIRE PROTECTION CO,,,Trash,negative=fire
TCO,26000515,TCO-26000515,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26000515,TCO-26000515,31700 N 29TH AVE,PHOENIX,1/13/2026 9:30:14 AM,Commercial,3074997.00,IDM CONSTRUCTION AZ LLC,BLD-23021264,,Trash,no_hvac_signal
BLD,26000514,BLD-26000514,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLD-26000514,BLD-26000514,2302 N CENTRAL AVE 511,PHOENIX,1/13/2026 9:21:04 AM,Commercial,51849.00,K KITTLE LLC,LPBI-2600141,,Trash,no_hvac_signal
RPV,26000513,RPV-26000513,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26000513,RPV-26000513,12415 N 38TH PL,PHOENIX,1/13/2026 9:19:49 AM,Commercial,34500.00,INTY SOLAR LLC,SPAD-1105546,,Trash,negative=solar(?: pv)?
DEM,26000512,DEM-26000512,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=DEM-26000512,DEM-26000512,705 N 1ST ST,PHOENIX,1/13/2026 9:09:27 AM,Commercial,14000.00,DANU CONST. LLC,DEM-25017277,,Trash,no_hvac_signal
LPRM,2600194,LPRM-2600194,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600194,LPRM-2600194,1531 E MISSOURI AVE,PHOENIX,1/13/2026 9:08:00 AM,Commercial,0.00,TO BE BID,AFPF-140078,,Trash,no_hvac_signal
F176,2600165,F176-2600165,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F176-2600165,F176-2600165,13221 N 34TH ST,PHOENIX,1/13/2026 8:58:32 AM,Commercial,0.00,MILLENNIUM GAS SERVICES LLC,FPPR-251246,,Trash,no_hvac_signal
WSDC,26000511,WSDC-26000511,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSDC-26000511,WSDC-26000511,2800 W SONORAN DESERT DR,PHOENIX,1/13/2026 8:57:16 AM,Commercial,0.00,K HOVNANIAN GREAT WESTERN BLDG - EAST DIV. CO. LLC,SDEV-2200029,,Trash,no_hvac_signal
TCO,26000510,TCO-26000510,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26000510,TCO-26000510,1935 W BROADWAY RD,PHOENIX,1/13/2026 8:54:59 AM,Commercial,10400000.00,TLW CONSTRUCTION INC,BLD-24017324,,Trash,no_hvac_signal
SCSR,2600193,SCSR-2600193,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SCSR-2600193,SCSR-2600193,12825 N 8TH AVE,PHOENIX,1/13/2026 8:44:45 AM,Residential,0.00,OWNER,,,Trash,no_hvac_signal
WSSD,26000509,WSSD-26000509,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSSD-26000509,WSSD-26000509,2502 E CAMELBACK RD,PHOENIX,1/13/2026 8:42:28 AM,Commercial,0.00,JOHNSON CONTROLS INC,SPAD-2503457,,Trash,no_hvac_signal
F809,26000508,F809-26000508,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F809-26000508,F809-26000508,10810 N TATUM BLVD,PHOENIX,1/13/2026 8:42:15 AM,Commercial,0.00,NOLIN FIRE SPRINKLERS INC,,,Trash,negative=fire
SE,26000507,SE-26000507,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SE-26000507,SE-26000507,921 E ROESER RD,PHOENIX,1/13/2026 8:39:30 AM,Commercial,30000.00,PACIFIC NETWORK SOLUTIONS CONSTRUCTION LLC,LPRM-2506771,,Trash,no_hvac_signal
BLD,26000506,BLD-26000506,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLD-26000506,BLD-26000506,4601 E MCDOWELL RD,PHOENIX,1/13/2026 8:37:17 AM,Commercial,75000.00,A2Z ROOTER & PLUMBING LLC,LPRR-2506325,,Trash,negative=plumb(?:ing)?
CPGD,2600192,CPGD-2600192,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPGD-2600192,CPGD-2600192,821 N 11TH AVE,PHOENIX,1/13/2026 8:35:47 AM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
FPPR,260025,FPPR-260025,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPR-260025,FPPR-260025,13000 N TATUM BLVD,PHOENIX,1/13/2026 8:28:26 AM,Residential,0.00,M T BUILDERS L L C,SPAD-2303750,,Trash,no_hvac_signal
WSHM,26000505,WSHM-26000505,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26000505,WSHM-26000505,2125 S 41ST AVE,PHOENIX,1/13/2026 8:13:28 AM,Residential,0.00,TORRENT RESOURCES INCORPORATED,CCPH-2500029,,Trash,no_hvac_signal
FPPD,260061,FPPD-260061,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260061,FPPD-260061,1731 W BELL RD,PHOENIX,1/13/2026 8:13:15 AM,Commercial,0.00,HAWORTH CORPORATION,,,Trash,no_hvac_signal
FPPD,260060,FPPD-260060,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260060,FPPD-260060,1919 W WHISPERING WIND DR,PHOENIX,1/13/2026 8:07:43 AM,Commercial,0.00,SUN STATE BUILDERS,,,Trash,no_hvac_signal
WSHM,26000504,WSHM-26000504,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26000504,WSHM-26000504,,PHOENIX,1/13/2026 7:54:59 AM,Residential,0.00,PULTE HOME CORPORATION,CSPH-2500026,,Trash,no_hvac_signal
WSHM,26000503,WSHM-26000503,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26000503,WSHM-26000503,4421 N 100TH DR,PHOENIX,1/13/2026 7:45:16 AM,Commercial,0.00,KNOCHEL BROTHERS INC,SDEV-2600004,,Trash,no_hvac_signal
F805,26000502,F805-26000502,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F805-26000502,F805-26000502,2625 S 19TH AVE,PHOENIX,1/13/2026 7:31:08 AM,Commercial,0.00,HILLER COMPANIES INC (THE),AFPF-060406,,Trash,no_hvac_signal
F805,26000502,F805-26000502,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F805-26000502,F805-26000502,2625 S 19TH AVE,PHOENIX,1/13/2026 7:31:08 AM,Commercial,0.00,HILLER COMPANIES INC (THE),AFPF-060406,,Trash,no_hvac_signal
DSAP,26011,DSAP-26011,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=DSAP-26011,DSAP-26011,2210 W MORTEN AVE,PHOENIX,1/13/2026 6:44:47 AM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
LPSG,260044,LPSG-260044,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260044,LPSG-260044,21050 N TATUM BLVD,PHOENIX,1/13/2026 6:40:05 AM,Commercial,4445.00,ROCKART INDUSTRIES LLC,,,Trash,no_hvac_signal
FPPD,260058,FPPD-260058,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260058,FPPD-260058,400 N 75TH AVE,PHOENIX,1/13/2026 6:27:34 AM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
FPPD,260059,FPPD-260059,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260059,FPPD-260059,2840 W CACTUS RD,PHOENIX,1/13/2026 6:27:34 AM,Residential,0.00,ALLIED FIRE PROTECTION,,,Trash,negative=fire
SGNP,214935,SGNP-214935,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214935,SGNP-214935,5088 W INNOVATION CIR,PHOENIX,1/13/2026 12:00:00 AM,Commercial,246760.00,TRADEMARK VISUAL INC,LPSG-260032,,Trash,no_hvac_signal
SGNP,214940,SGNP-214940,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214940,SGNP-214940,33 W PINNACLE PEAK RD,PHOENIX,1/13/2026 12:00:00 AM,Commercial,1000.00,DAVIS INTERIOR GRAPHICS & SIGNS LLC,LPSG-251469,,Trash,no_hvac_signal
SGNP,214941,SGNP-214941,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214941,SGNP-214941,33 W PINNACLE PEAK RD,PHOENIX,1/13/2026 12:00:00 AM,Commercial,1000.00,DAVIS INTERIOR GRAPHICS & SIGNS LLC,LPSG-251469,,Trash,no_hvac_signal
SGNP,214942,SGNP-214942,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214942,SGNP-214942,17464 N 25TH AVE,PHOENIX,1/13/2026 12:00:00 AM,Commercial,1000.00,DAVIS INTERIOR GRAPHICS & SIGNS LLC,LPSG-251470,,Trash,no_hvac_signal
SGNP,214937,SGNP-214937,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214937,SGNP-214937,740 N 52ND ST,PHOENIX,1/13/2026 12:00:00 AM,Commercial,0.00,ASSOCIATED SIGN COMPANY,LPSG-251592,,Trash,negative=sign
SGNP,214938,SGNP-214938,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214938,SGNP-214938,740 N 52ND ST,PHOENIX,1/13/2026 12:00:00 AM,Commercial,0.00,ASSOCIATED SIGN COMPANY,LPSG-251592,,Trash,negative=sign
SGNP,214939,SGNP-214939,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214939,SGNP-214939,740 N 52ND ST,PHOENIX,1/13/2026 12:00:00 AM,Commercial,0.00,ASSOCIATED SIGN COMPANY,LPSG-251592,,Trash,negative=sign
CHG,26000530,CHG-26000530,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CHG-26000530,CHG-26000530,10640 S CENTRAL AVE,PHOENIX,1/13/2026 12:00:00 AM,Commercial,0.00,CHASSE BUILDING TEAM INC,CPHG-2506156,,Trash,no_hvac_signal
RPV,26000500,RPV-26000500,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26000500,RPV-26000500,613 E LOMA LN,PHOENIX,1/12/2026 10:22:28 PM,Commercial,36960.00,OWNER,SPAD-1801245,,Trash,no_hvac_signal
LPRM,2600189,LPRM-2600189,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600189,LPRM-2600189,1043 N 47TH AVE,PHOENIX,1/12/2026 8:01:45 PM,Commercial,50000.00,RKZ ENTERPRISE LLC,,,Trash,no_hvac_signal
F800,2600162,F800-2600162,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600162,F800-2600162,12415 N 38TH PL,PHOENIX,1/12/2026 5:25:24 PM,Commercial,0.00,INTY SOLAR LLC,SPAD-1105546,,Trash,negative=solar(?: pv)?
CPGD,2600188,CPGD-2600188,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPGD-2600188,CPGD-2600188,6840 N 13TH PL,PHOENIX,1/12/2026 5:07:55 PM,Residential,0.00,TO BE BID,CRPH-2007565,,Trash,no_hvac_signal
RVSN,2109912-58,RVSN-2109912-58,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RVSN-2109912-58,RVSN-2109912-58,32200 N 43RD AVE,PHOENIX,1/12/2026 4:40:40 PM,Residential,0.00,AUSTIN COMMERCIAL,PHAS-2109912-03,,Trash,no_hvac_signal
RVSN,2109912-58,RVSN-2109912-58,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RVSN-2109912-58,RVSN-2109912-58,32200 N 43RD AVE,PHOENIX,1/12/2026 4:40:40 PM,Residential,0.00,AUSTIN COMMERCIAL,PHAS-2109912-03,,Trash,no_hvac_signal
LPRM,2600187,LPRM-2600187,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600187,LPRM-2600187,32400 N 51ST AVE,PHOENIX,1/12/2026 4:33:10 PM,Commercial,1250000.00,"EXCEL CONTRACTORS, LLC",SPAD-2208087,,Trash,no_hvac_signal
LPRM,2600187,LPRM-2600187,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600187,LPRM-2600187,32400 N 51ST AVE,PHOENIX,1/12/2026 4:33:10 PM,Commercial,1250000.00,"EXCEL CONTRACTORS, LLC",SPAD-2208087,,Trash,no_hvac_signal
BLD,26000498,BLD-26000498,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLD-26000498,BLD-26000498,4137 W ADAMS ST,PHOENIX,1/12/2026 4:29:57 PM,Commercial,303000.00,SUN BEST BUILDERS INC,LPRR-2506812,,Trash,no_hvac_signal
BLD,26000497,BLD-26000497,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLD-26000497,BLD-26000497,21050 N TATUM BLVD,PHOENIX,1/12/2026 4:28:40 PM,Commercial,120000.00,REDROCK CONSTRUCTIONS LLC,LPRR-2506012,,Trash,no_hvac_signal
CPGD,2600186,CPGD-2600186,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPGD-2600186,CPGD-2600186,9609 N 26TH PL,PHOENIX,1/12/2026 4:18:14 PM,Commercial,0.00,LAVENDER LANDSCAPE DESIGN CO LLC,,,Trash,no_hvac_signal
CPMC,2600185,CPMC-2600185,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPMC-2600185,CPMC-2600185,,PHOENIX,1/12/2026 4:17:35 PM,Residential,0.00,TO BE BID,CCPH-2200294,,Trash,no_hvac_signal
F227,2600161,F227-2600161,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F227-2600161,F227-2600161,2935 E REDFIELD RD,PHOENIX,1/12/2026 4:16:59 PM,Residential,0.00,TESLA,SPAD-1500840,,Trash,no_hvac_signal
LPRM,2600184,LPRM-2600184,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600184,LPRM-2600184,100 N 3RD ST,PHOENIX,1/12/2026 4:14:22 PM,Commercial,52600.00,CONVENTION CENTER & THEATRICAL FACILITIES > I-295,AFPF-060324,,Trash,no_hvac_signal
LPRM,2600184,LPRM-2600184,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600184,LPRM-2600184,100 N 3RD ST,PHOENIX,1/12/2026 4:14:22 PM,Commercial,52600.00,CONVENTION CENTER & THEATRICAL FACILITIES > I-295,AFPF-060324,,Trash,no_hvac_signal
OE,26000496,OE-26000496,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OE-26000496,OE-26000496,32200 N 43RD AVE,PHOENIX,1/12/2026 4:13:19 PM,Commercial,54000.00,UNITED INTEGRATED SERVICES (USA) CORP,SPAD-2202996,,Trash,no_hvac_signal
OE,26000496,OE-26000496,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OE-26000496,OE-26000496,32200 N 43RD AVE,PHOENIX,1/12/2026 4:13:19 PM,Commercial,54000.00,UNITED INTEGRATED SERVICES (USA) CORP,SPAD-2202996,,Trash,no_hvac_signal
RPV,26000493,RPV-26000493,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26000493,RPV-26000493,2601 E WINDSOR AVE,PHOENIX,1/12/2026 3:53:43 PM,Commercial,32760.00,TESLA,SPAD-2600034,,Trash,no_hvac_signal
F122,26000492,F122-26000492,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F122-26000492,F122-26000492,4700 S 44TH PL,PHOENIX,1/12/2026 3:51:03 PM,Commercial,0.00,SERENITY FIRE LLC,FPPD-252655,,Trash,negative=fire
F227,2600160,F227-2600160,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F227-2600160,F227-2600160,3830 W VOGEL AVE,PHOENIX,1/12/2026 3:49:54 PM,Residential,0.00,TESLA,SPAD-2205995,,Trash,no_hvac_signal
PRLM,2600182,PRLM-2600182,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=PRLM-2600182,PRLM-2600182,3737 W CAREFREE HWY,PHOENIX,1/12/2026 3:32:51 PM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
DSAP,26010,DSAP-26010,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=DSAP-26010,DSAP-26010,777 E STELLA LN,PHOENIX,1/12/2026 3:30:26 PM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
S,26000491,S-26000491,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=S-26000491,S-26000491,5088 W INNOVATION CIR,PHOENIX,1/12/2026 3:27:32 PM,Residential,0.00,SUN VALLEY MASONRY,CGD-25011186,,Trash,no_hvac_signal
SGNP,214934,SGNP-214934,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214934,SGNP-214934,13470 N 7TH ST,PHOENIX,1/12/2026 3:23:49 PM,Commercial,0.00,JAYCO SIGNS L L C,LPSG-260017,,Trash,no_hvac_signal
SGNP,214933,SGNP-214933,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214933,SGNP-214933,13470 N 7TH ST,PHOENIX,1/12/2026 3:22:11 PM,Commercial,0.00,JAYCO SIGNS L L C,LPSG-260017,,Trash,no_hvac_signal
F227,2600159,F227-2600159,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F227-2600159,F227-2600159,2560 E QUIET HOLLOW LN,PHOENIX,1/12/2026 3:21:07 PM,Residential,0.00,TESLA,SPAD-0703314,,Trash,no_hvac_signal
F800,2600158,F800-2600158,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600158,F800-2600158,2601 E WINDSOR AVE,PHOENIX,1/12/2026 3:18:35 PM,Residential,0.00,TESLA,SPAD-2600034,,Trash,no_hvac_signal
F800,2600157,F800-2600157,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600157,F800-2600157,19007 N 47TH AVE,PHOENIX,1/12/2026 3:13:33 PM,Residential,0.00,TESLA,SPAD-2600015,,Trash,no_hvac_signal
F102,2600155,F102-2600155,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F102-2600155,F102-2600155,350 E PINNACLE PEAK RD,PHOENIX,1/12/2026 3:07:37 PM,Commercial,0.00,GLOBAL TRADE MARKETING INC,FPPD-251718,,Trash,no_hvac_signal
PAPP,2600181,PAPP-2600181,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=PAPP-2600181,PAPP-2600181,2121 W PINNACLE PEAK RD,PHOENIX,1/12/2026 2:35:06 PM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
F209,2600152,F209-2600152,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F209-2600152,F209-2600152,4370 E LUDLOW DR,PHOENIX,1/12/2026 2:34:53 PM,Commercial,0.00,ONEWORLDENERGY LLC,FPPR-251293,,Trash,no_hvac_signal
TCO,26000488,TCO-26000488,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=TCO-26000488,TCO-26000488,3550 W CAMELBACK RD,PHOENIX,1/12/2026 2:26:00 PM,Commercial,1200000.00,DESERTBUILD COMPANIES LLC,BLD-25012928,,Trash,no_hvac_signal
SGNT,26000487,SGNT-26000487,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNT-26000487,SGNT-26000487,6239 N 7TH ST,PHOENIX,1/12/2026 2:25:49 PM,Residential,0.00,OWNER,,,Trash,no_hvac_signal
LSPL,2600180,LSPL-2600180,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LSPL-2600180,LSPL-2600180,2246 S CENTRAL AVE,PHOENIX,1/12/2026 2:25:39 PM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
SGNP,214932,SGNP-214932,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-214932,SGNP-214932,9796 W MCDOWELL RD,PHOENIX,1/12/2026 2:25:19 PM,Commercial,0.00,BOOTZ & DUKE SIGN COMPANY,LPSG-260019,,Trash,negative=sign
PAPP,2600178,PAPP-2600178,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=PAPP-2600178,PAPP-2600178,902 E MCKINLEY ST,PHOENIX,1/12/2026 2:10:12 PM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
RPV,26000486,RPV-26000486,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26000486,RPV-26000486,1725 E WINCHCOMB DR,PHOENIX,1/12/2026 2:06:20 PM,Commercial,1.00,STATIC SUN ELECTRIC AND SOLAR LLC,,,Trash,negative=solar(?: pv)?
PAPP,2600177,PAPP-2600177,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=PAPP-2600177,PAPP-2600177,1830 W GLENROSA AVE,PHOENIX,1/12/2026 2:05:27 PM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
CES,26000485,CES-26000485,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CES-26000485,CES-26000485,,PHOENIX,1/12/2026 2:04:42 PM,Commercial,0.00,URANGA LANDSCAPE COMPANY LLC,LSAL-2504761,,Trash,no_hvac_signal
F140,2600150,F140-2600150,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F140-2600150,F140-2600150,4255 W UNION HILLS DR,PHOENIX,1/12/2026 1:53:00 PM,Commercial,0.00,T&J FUEL CONSTRUCTION LLC,FPPR-251295,,Trash,no_hvac_signal
CPWT,2600176,CPWT-2600176,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPWT-2600176,CPWT-2600176,,PHOENIX,1/12/2026 1:45:55 PM,Commercial,0.00,LEGACY SITE DEVELOPMENT LLC,CCPH-2400190,,Trash,no_hvac_signal
CPGD,2600175,CPGD-2600175,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPGD-2600175,CPGD-2600175,7102 E LARKSPUR DR,PHOENIX,1/12/2026 1:45:47 PM,Commercial,1.00,ARMSTRONG CONSTRUCTION GROUP LLC,,,Trash,no_hvac_signal
F875,26000483,F875-26000483,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F875-26000483,F875-26000483,2109 E ROSE GARDEN LN,PHOENIX,1/12/2026 1:39:42 PM,Residential,0.00,CINTAS CORPORATION NO 2,,,Trash,no_hvac_signal
F875,26000484,F875-26000484,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F875-26000484,F875-26000484,1021 N 22ND AVE,PHOENIX,1/12/2026 1:39:42 PM,Commercial,0.00,CINTAS CORPORATION NO 2,,,Trash,no_hvac_signal
F824,2600149,F824-2600149,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F824-2600149,F824-2600149,5423 E CROCUS DR,PHOENIX,1/12/2026 1:28:42 PM,Commercial,0.00,MILLENNIUM GAS SERVICES LLC,SPAD-0412874,,Trash,no_hvac_signal
WSDC,26000482,WSDC-26000482,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSDC-26000482,WSDC-26000482,3626 E HARWELL RD,PHOENIX,1/12/2026 1:23:17 PM,Commercial,0.00,P L H A Z CONSTRUCTION LLC,SDEV-2600004,,Trash,no_hvac_signal
RPV,26000481,RPV-26000481,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26000481,RPV-26000481,8960 W WINDSOR AVE,PHOENIX,1/12/2026 1:18:56 PM,Commercial,19680.00,ONEWORLDENERGY LLC,SPAD-2108929,,Trash,no_hvac_signal
F800,2600147,F800-2600147,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600147,F800-2600147,41 W VERNON AVE,PHOENIX,1/12/2026 1:14:01 PM,Commercial,0.00,DYNAMIC SOLAR AND ELECTRICAL LLC,SPAD-0407664,,Trash,negative=solar(?: pv)?
BLDS,26000480,BLDS-26000480,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLDS-26000480,BLDS-26000480,3033 N ALGODON WAY,PHOENIX,1/12/2026 12:58:37 PM,Commercial,9500000.00,HRW BUILDERS LLC,LPRS-2405865,,Trash,no_hvac_signal
LPRM,2600174,LPRM-2600174,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600174,LPRM-2600174,5615 S 91ST AVE,PHOENIX,1/12/2026 12:55:38 PM,Commercial,2000000.00,LUDVIK ELECTRIC CO,,,Trash,no_hvac_signal
LPRM,2600174,LPRM-2600174,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600174,LPRM-2600174,5615 S 91ST AVE,PHOENIX,1/12/2026 12:55:38 PM,Commercial,2000000.00,LUDVIK ELECTRIC CO,,,Trash,no_hvac_signal
CSW,26000479,CSW-26000479,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CSW-26000479,CSW-26000479,3033 N ALGODON WAY,PHOENIX,1/12/2026 12:43:59 PM,Commercial,0.00,SHANE'S GRADING AND PAVING SERVICES INC,CPSW-2403160,,Trash,no_hvac_signal
WSHM,26000478,WSHM-26000478,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26000478,WSHM-26000478,775 W ELWOOD ST,PHOENIX,1/12/2026 12:36:55 PM,Commercial,0.00,BUESING CORP,SPAD-0616243,,Trash,no_hvac_signal
F875,26000477,F875-26000477,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F875-26000477,F875-26000477,302 E WATKINS ST,PHOENIX,1/12/2026 12:35:45 PM,Commercial,0.00,API GROUP LIFE SAFETY USA LLC,,,Trash,no_hvac_signal
LPBI,2600172,LPBI-2600172,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPBI-2600172,LPBI-2600172,605 E BELL RD,PHOENIX,1/12/2026 12:28:34 PM,Commercial,67975.00,TO BE BID,,,Trash,no_hvac_signal
