permit_type_code,permit_id,full_permit_number,permit_details_url,merged_permit_ids,address,city,issue_date,project_type,valuation,contractor,plan_doc_name,key_scope_terms,priority,reason
LPRM,2600662,LPRM-2600662,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600662,LPRM-2600662,2800 W SONORAN DESERT DR,PHOENIX,2/5/2026 11:14:49 AM,Commercial,31000.00,LAND TECH LANDSCAPE CONSTRUCTION L L C,,,Trash,no_hvac_signal
LPRM,2600661,LPRM-2600661,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600661,LPRM-2600661,1930 E ADAMS ST,PHOENIX,2/5/2026 11:10:04 AM,Commercial,46000.00,MASON ELECTRIC,,,Trash,no_hvac_signal
WSHM,26001804,WSHM-26001804,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26001804,WSHM-26001804,3737 W DOBBINS RD,PHOENIX,2/5/2026 11:09:51 AM,Commercial,0.00,URBAN METRO BUILDERS INC,CCPH-2400194,,Trash,no_hvac_signal
FPPD,260188,FPPD-260188,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260188,FPPD-260188,33 S 28TH ST,PHOENIX,2/5/2026 11:07:53 AM,Residential,0.00,A P FIRE PROTECTION L L C,,,Trash,negative=fire
FPPD,260188,FPPD-260188,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260188,FPPD-260188,33 S 28TH ST,PHOENIX,2/5/2026 11:07:53 AM,Residential,0.00,A P FIRE PROTECTION L L C,,,Trash,negative=fire
SGNP,215045,SGNP-215045,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215045,SGNP-215045,9796 W MCDOWELL RD,PHOENIX,2/5/2026 11:06:24 AM,Commercial,4000.00,BOOTZ & DUKE SIGN COMPANY,LPSG-260107,,Trash,negative=sign
OP,26001803,OP-26001803,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OP-26001803,OP-26001803,2800 W SONORAN DESERT DR,PHOENIX,2/5/2026 11:05:26 AM,Residential,10000.00,ARIZONA PROPANE,OP-25008702,,Trash,no_hvac_signal
SE,26001802,SE-26001802,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SE-26001802,SE-26001802,4010 W INDIAN SCHOOL RD,PHOENIX,2/5/2026 11:00:51 AM,Commercial,45000.00,HORIZONS COMMERCIAL CONTRACTING L L C,LPRR-2504725,,Trash,no_hvac_signal
F129,26001801,F129-26001801,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F129-26001801,F129-26001801,7333 W THOMAS RD,PHOENIX,2/5/2026 10:53:12 AM,Commercial,0.00,EVERON LLC,FPPD-252353,,Trash,no_hvac_signal
CLS,26001800,CLS-26001800,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CLS-26001800,CLS-26001800,10000 N 25TH AVE,PHOENIX,2/5/2026 10:51:26 AM,Commercial,0.00,RONNING LANDSCAPING INC,LSPL-2501002,,Trash,no_hvac_signal
CPWT,2600660,CPWT-2600660,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPWT-2600660,CPWT-2600660,821 N 11TH AVE,PHOENIX,2/5/2026 10:45:49 AM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
WSSD,26001799,WSSD-26001799,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSSD-26001799,WSSD-26001799,,PHOENIX,2/5/2026 10:42:14 AM,Residential,0.00,THE UNIVERSAL GROUP,SPAD-2501624,,Trash,no_hvac_signal
WSDC,26001798,WSDC-26001798,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSDC-26001798,WSDC-26001798,2233 W DUNLAP AVE,PHOENIX,2/5/2026 10:41:31 AM,Commercial,0.00,KITCHELL CONTRACTORS INC OF ARIZONA,CCPH-2007724,,Trash,no_hvac_signal
CSIT,26001796,CSIT-26001796,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CSIT-26001796,CSIT-26001796,12780 N TATUM BLVD,PHOENIX,2/5/2026 10:31:11 AM,Commercial,0.00,OWNER,SCMJ-2502003,,Trash,no_hvac_signal
F479,2600458,F479-2600458,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F479-2600458,F479-2600458,16725 S 25TH DR,PHOENIX,2/5/2026 10:24:27 AM,Commercial,0.00,M R TANNER CONSTRUCTION,FPPX-260153,,Trash,no_hvac_signal
LPSG,260123,LPSG-260123,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260123,LPSG-260123,3427 E OSBORN RD,PHOENIX,2/5/2026 9:58:45 AM,Commercial,10285.00,SIERRA SIGNS & SERVICE,,,Trash,no_hvac_signal
LPRM,2600657,LPRM-2600657,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600657,LPRM-2600657,3737 W PINNACLE PEAK RD,PHOENIX,2/5/2026 9:49:11 AM,Commercial,266980.00,TO BE BID,,,Trash,no_hvac_signal
DEM,26001795,DEM-26001795,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=DEM-26001795,DEM-26001795,1946 W MORNINGSIDE DR,PHOENIX,2/5/2026 9:46:18 AM,Commercial,50104.36,BREINHOLT CONTRACTING CO INC,SPAD-0805501,,Trash,no_hvac_signal
WSHM,26001794,WSHM-26001794,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26001794,WSHM-26001794,2425 W SONORAN DESERT DR,PHOENIX,2/5/2026 9:30:52 AM,Commercial,0.00,LEON AZ CONSTRUCTION LLC,CCPH-2300118,,Trash,no_hvac_signal
F802,26001793,F802-26001793,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F802-26001793,F802-26001793,3550 E CAMPBELL AVE,PHOENIX,2/5/2026 9:28:29 AM,Commercial,0.00,MOUNTAIN STATE FIRE PROTECTION LLC,,,Trash,negative=fire
CPWS,2600656,CPWS-2600656,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPWS-2600656,CPWS-2600656,8275 W LOWER BUCKEYE RD,PHOENIX,2/5/2026 9:26:07 AM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
CPPA,2600655,CPPA-2600655,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPPA-2600655,CPPA-2600655,8275 W LOWER BUCKEYE RD,PHOENIX,2/5/2026 9:19:48 AM,Residential,8.00,TO BE BID,,,Trash,no_hvac_signal
WSHM,26001792,WSHM-26001792,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26001792,WSHM-26001792,2922 E MCDOWELL RD,PHOENIX,2/5/2026 9:17:34 AM,Commercial,0.00,SHANE'S GRADING AND PAVING SERVICES INC,SPAD-0101106,,Trash,no_hvac_signal
LPRM,2600654,LPRM-2600654,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600654,LPRM-2600654,14615 N 34TH AVE,PHOENIX,2/5/2026 9:17:13 AM,Commercial,35500.00,PM COMMUNICATIONS LLC,,,Trash,no_hvac_signal
FPPR,260090,FPPR-260090,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPR-260090,FPPR-260090,22011 N 16TH ST,PHOENIX,2/5/2026 9:13:33 AM,Residential,0.00,ARIZONA PROPANE,SPAD-0901441,,Trash,no_hvac_signal
F824,2600456,F824-2600456,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F824-2600456,F824-2600456,2520 E SAN MIGUEL AVE,PHOENIX,2/5/2026 9:07:04 AM,Residential,0.00,ARIZONA PROPANE,SPAD-2300222,,Trash,no_hvac_signal
SGNP,215044,SGNP-215044,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215044,SGNP-215044,3434 W UNION HILLS DR,PHOENIX,2/5/2026 9:06:13 AM,Residential,4000.00,SIGN A RAMA,LPSG-251573,,Trash,negative=sign
BLD,26001791,BLD-26001791,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=BLD-26001791,BLD-26001791,240 N 48TH AVE,PHOENIX,2/5/2026 9:04:22 AM,Commercial,2005801.60,MIRAI CONSTRUCTIONS LLC,LCIT-2504165,,Trash,no_hvac_signal
CPFL,2600653,CPFL-2600653,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPFL-2600653,CPFL-2600653,2045 W HILTON AVE,PHOENIX,2/5/2026 9:04:12 AM,Commercial,0.00,COMMERCE CONSTRUCTION CO LIMITED PARTNERSHIP,,,Trash,no_hvac_signal
SGNP,215043,SGNP-215043,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215043,SGNP-215043,3434 W UNION HILLS DR,PHOENIX,2/5/2026 9:00:24 AM,Residential,5000.00,SIGN A RAMA,LPSG-251573,,Trash,negative=sign
SGNP,215042,SGNP-215042,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215042,SGNP-215042,3434 W UNION HILLS DR,PHOENIX,2/5/2026 8:59:14 AM,Residential,500.00,SIGN A RAMA,LPSG-251573,,Trash,negative=sign
SGNP,215041,SGNP-215041,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215041,SGNP-215041,3434 W UNION HILLS DR,PHOENIX,2/5/2026 8:51:32 AM,Residential,4000.00,SIGN A RAMA,LPSG-251573,,Trash,negative=sign
SGNP,215040,SGNP-215040,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215040,SGNP-215040,3434 W UNION HILLS DR,PHOENIX,2/5/2026 8:50:36 AM,Residential,3000.00,SIGN A RAMA,LPSG-251573,,Trash,negative=sign
F159,26001790,F159-26001790,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F159-26001790,F159-26001790,5350 E EMILE ZOLA AVE,PHOENIX,2/5/2026 8:50:19 AM,Residential,0.00,SUPREME FIRE PROTECTION L L C,FPPD-260143,,Trash,negative=fire
SGNP,215039,SGNP-215039,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215039,SGNP-215039,3434 W UNION HILLS DR,PHOENIX,2/5/2026 8:43:11 AM,Residential,3000.00,SIGN A RAMA,LPSG-251573,,Trash,negative=sign
SGNP,215038,SGNP-215038,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215038,SGNP-215038,3434 W UNION HILLS DR,PHOENIX,2/5/2026 8:41:56 AM,Residential,3000.00,SIGN A RAMA,LPSG-251573,,Trash,negative=sign
SGNP,215037,SGNP-215037,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215037,SGNP-215037,3434 W UNION HILLS DR,PHOENIX,2/5/2026 8:40:45 AM,Residential,5000.00,SIGN A RAMA,LPSG-251573,,Trash,negative=sign
RVSN,2202210-14,RVSN-2202210-14,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RVSN-2202210-14,RVSN-2202210-14,32200 N 43RD AVE,PHOENIX,2/5/2026 8:33:37 AM,Commercial,0.00,MARKETECH INT'L CORP. USA,PHAS-2202210-12,,Trash,no_hvac_signal
RVSN,2202210-14,RVSN-2202210-14,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RVSN-2202210-14,RVSN-2202210-14,32200 N 43RD AVE,PHOENIX,2/5/2026 8:33:37 AM,Commercial,0.00,MARKETECH INT'L CORP. USA,PHAS-2202210-12,,Trash,no_hvac_signal
F802,26001789,F802-26001789,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F802-26001789,F802-26001789,14624 N SCOTTSDALE RD,PHOENIX,2/5/2026 8:24:59 AM,Commercial,0.00,GREENWAY GLOBAL CORPORATION,,,Trash,no_hvac_signal
F824,2600454,F824-2600454,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F824-2600454,F824-2600454,14820 S 19TH WAY,PHOENIX,2/5/2026 8:16:00 AM,Residential,0.00,MCCARTHY BUILDING COMPANIES,SPAD-2600138,,Trash,no_hvac_signal
LPRR,2600652,LPRR-2600652,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRR-2600652,LPRR-2600652,9816 W TAMARISK AVE,PHOENIX,2/5/2026 8:07:48 AM,Commercial,8750.00,WESPAC CONSTRUCTION,,,Trash,no_hvac_signal
F802,26001788,F802-26001788,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F802-26001788,F802-26001788,17625 N 7TH ST,PHOENIX,2/5/2026 7:47:13 AM,Commercial,0.00,AMERICAN BACKFLOW AND FIRE PREVENTION INC,,,Trash,negative=backflow|fire
WSDC,26001787,WSDC-26001787,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSDC-26001787,WSDC-26001787,8100 W ROOSEVELT ST,PHOENIX,2/5/2026 7:22:22 AM,Commercial,0.00,SUN STATE BUILDERS,CCPH-2200173,,Trash,no_hvac_signal
WSDC,26001786,WSDC-26001786,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSDC-26001786,WSDC-26001786,8100 W ROOSEVELT ST,PHOENIX,2/5/2026 7:19:00 AM,Commercial,0.00,SUN STATE BUILDERS,CCPH-2200173,,Trash,no_hvac_signal
WSHM,26001785,WSHM-26001785,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSHM-26001785,WSHM-26001785,2408 W MYRTLE AVE,PHOENIX,2/5/2026 7:17:24 AM,Commercial,0.00,MORGAN PAVEMENT MAINTENANCE INC,SPAD-0614171,,Trash,no_hvac_signal
FPPR,260089,FPPR-260089,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPR-260089,FPPR-260089,4901 W ELECTRA LN,PHOENIX,2/5/2026 7:01:09 AM,Commercial,0.00,ICON POWER LLC,SPAD-0207977,,Trash,no_hvac_signal
SGNP,215052,SGNP-215052,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215052,SGNP-215052,555 N 55TH AVE,PHOENIX,2/5/2026 12:00:00 AM,Commercial,200000.00,1ST CHOICE SIGNS AND GRAPHICS INC,LPSG-260075,,Trash,no_hvac_signal
SGNP,215053,SGNP-215053,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215053,SGNP-215053,555 N 55TH AVE,PHOENIX,2/5/2026 12:00:00 AM,Commercial,200000.00,1ST CHOICE SIGNS AND GRAPHICS INC,LPSG-260075,,Trash,no_hvac_signal
SGNP,215055,SGNP-215055,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215055,SGNP-215055,2331 W LIBERTY LN,PHOENIX,2/5/2026 12:00:00 AM,Commercial,179000.00,TRADEMARK VISUAL INC,LPSG-260110,,Trash,no_hvac_signal
SGNP,215056,SGNP-215056,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215056,SGNP-215056,2331 W LIBERTY LN,PHOENIX,2/5/2026 12:00:00 AM,Commercial,179000.00,TRADEMARK VISUAL INC,LPSG-260110,,Trash,no_hvac_signal
SGNP,215054,SGNP-215054,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215054,SGNP-215054,1702 E HIGHLAND AVE,PHOENIX,2/5/2026 12:00:00 AM,Commercial,21000.00,TRADEMARK VISUAL INC,LPSG-260071,,Trash,no_hvac_signal
SGNP,215048,SGNP-215048,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215048,SGNP-215048,12656 N TATUM BLVD,PHOENIX,2/5/2026 12:00:00 AM,Commercial,3965.00,SUMMIT WEST SIGNS,LPSG-251410,,Trash,no_hvac_signal
SGNP,215049,SGNP-215049,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215049,SGNP-215049,12656 N TATUM BLVD,PHOENIX,2/5/2026 12:00:00 AM,Commercial,3965.00,SUMMIT WEST SIGNS,LPSG-251410,,Trash,no_hvac_signal
SGNP,215050,SGNP-215050,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215050,SGNP-215050,12656 N TATUM BLVD,PHOENIX,2/5/2026 12:00:00 AM,Commercial,3965.00,SUMMIT WEST SIGNS,LPSG-251410,,Trash,no_hvac_signal
SGNP,215051,SGNP-215051,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215051,SGNP-215051,12656 N TATUM BLVD,PHOENIX,2/5/2026 12:00:00 AM,Commercial,3965.00,SUMMIT WEST SIGNS,LPSG-251410,,Trash,no_hvac_signal
SGNP,215046,SGNP-215046,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215046,SGNP-215046,1949 E CAMELBACK RD,PHOENIX,2/5/2026 12:00:00 AM,Commercial,2000.00,BOOTZ & DUKE SIGN COMPANY,LPSG-260109,,Trash,negative=sign
SGNP,215047,SGNP-215047,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=SGNP-215047,SGNP-215047,1949 E CAMELBACK RD,PHOENIX,2/5/2026 12:00:00 AM,Commercial,2000.00,BOOTZ & DUKE SIGN COMPANY,LPSG-260109,,Trash,negative=sign
CDW,26001823,CDW-26001823,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CDW-26001823,CDW-26001823,2329 N 29TH ST,PHOENIX,2/5/2026 12:00:00 AM,Commercial,0.00,RHINO CONTRACTING L L C,CPGD-2506640,,Trash,no_hvac_signal
CPR,26001824,CPR-26001824,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPR-26001824,CPR-26001824,2329 N 29TH ST,PHOENIX,2/5/2026 12:00:00 AM,Commercial,0.00,RHINO CONTRACTING L L C,CPGD-2506640,,Trash,no_hvac_signal
CDW,26001825,CDW-26001825,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CDW-26001825,CDW-26001825,2327 N 29TH ST,PHOENIX,2/5/2026 12:00:00 AM,Commercial,0.00,RHINO CONTRACTING L L C,CPGD-2506607,,Trash,no_hvac_signal
CPR,26001826,CPR-26001826,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPR-26001826,CPR-26001826,2327 N 29TH ST,PHOENIX,2/5/2026 12:00:00 AM,Commercial,0.00,RHINO CONTRACTING L L C,CPGD-2506607,,Trash,no_hvac_signal
FPPD,260199,FPPD-260199,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260199,FPPD-260199,102 W WATKINS ST,PHOENIX,2/5/2026 12:00:00 AM,Commercial,0.00,AMERICAN FENCE OF ARIZONA,SPAD-0009098,,Trash,negative=fence
FPPD,260200,FPPD-260200,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=FPPD-260200,FPPD-260200,102 W WATKINS ST,PHOENIX,2/5/2026 12:00:00 AM,Commercial,0.00,BJERK BUILDERS,SPAD-0009098,,Trash,no_hvac_signal
F809,26001783,F809-26001783,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F809-26001783,F809-26001783,4255 W THUNDERBIRD RD,PHOENIX,2/4/2026 8:47:52 PM,Commercial,0.00,METRO FIRE EQ,,,Trash,negative=fire
F809,26001782,F809-26001782,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F809-26001782,F809-26001782,3131 E THUNDERBIRD RD,PHOENIX,2/4/2026 8:41:39 PM,Commercial,0.00,METRO FIRE EQ,,,Trash,negative=fire
CPFL,2600651,CPFL-2600651,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPFL-2600651,CPFL-2600651,111 N 17TH ST 2A,PHOENIX,2/4/2026 7:33:38 PM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
WSSD,26001781,WSSD-26001781,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSSD-26001781,WSSD-26001781,107 S 41ST AVE,PHOENIX,2/4/2026 6:46:07 PM,Commercial,0.00,METRO FIRE EQUIPMENT,SPAD-2004186,,Trash,negative=fire
WSSD,26001779,WSSD-26001779,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSSD-26001779,WSSD-26001779,4902 E MCDOWELL RD,PHOENIX,2/4/2026 6:39:03 PM,Residential,0.00,METRO FIRE EQ,SPAD-0106053,,Trash,negative=fire
WSSD,26001778,WSSD-26001778,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSSD-26001778,WSSD-26001778,4440 E ELWOOD ST,PHOENIX,2/4/2026 6:35:50 PM,Commercial,0.00,METRO FIRE EQUIPMENT,SPAD-2001532,,Trash,negative=fire
WSSD,26001777,WSSD-26001777,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSSD-26001777,WSSD-26001777,3737 N 7TH ST,PHOENIX,2/4/2026 6:32:47 PM,Commercial,0.00,METRO FIRE EQUIPMENT,SDEV-2600005,,Trash,negative=fire
WSSD,26001776,WSSD-26001776,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSSD-26001776,WSSD-26001776,610 E BASELINE RD,PHOENIX,2/4/2026 6:29:21 PM,Commercial,0.00,METRO FIRE EQ,SPAD-0014009,,Trash,negative=fire
WSSD,26001775,WSSD-26001775,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSSD-26001775,WSSD-26001775,300 E OSBORN RD,PHOENIX,2/4/2026 6:24:34 PM,Residential,0.00,METRO FIRE EQ,SPAD-0517794,,Trash,negative=fire
WSSD,26001774,WSSD-26001774,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSSD-26001774,WSSD-26001774,1745 W LINDEN ST,PHOENIX,2/4/2026 6:21:02 PM,Residential,0.00,METRO FIRE EQ,SPAD-0011283,,Trash,negative=fire
LPRM,2600650,LPRM-2600650,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPRM-2600650,LPRM-2600650,4250 W BASELINE RD,PHOENIX,2/4/2026 5:41:20 PM,Commercial,141400.00,NERD POWER AZ LLC,,,Trash,no_hvac_signal
DSAP,26020,DSAP-26020,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=DSAP-26020,DSAP-26020,1222 S 8TH AVE,PHOENIX,2/4/2026 5:09:05 PM,Residential,0.00,TO BE BID,,,Trash,no_hvac_signal
WSDC,26001773,WSDC-26001773,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSDC-26001773,WSDC-26001773,801 W JEFFERSON ST,PHOENIX,2/4/2026 5:08:02 PM,Residential,0.00,CORE CONSTRUCTION SERVICES OF AZ,CCPH-2400479,,Trash,no_hvac_signal
WSFT,26001770,WSFT-26001770,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSFT-26001770,WSFT-26001770,4555 E MAYO BLVD,PHOENIX,2/4/2026 4:51:26 PM,Commercial,0.00,ATWELL LLC,CCPH-2100012,,Trash,no_hvac_signal
WSFT,26001771,WSFT-26001771,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSFT-26001771,WSFT-26001771,4555 E MAYO BLVD,PHOENIX,2/4/2026 4:51:26 PM,Commercial,0.00,ATWELL LLC,CCPH-2100012,,Trash,no_hvac_signal
WSFT,26001772,WSFT-26001772,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=WSFT-26001772,WSFT-26001772,4555 E MAYO BLVD,PHOENIX,2/4/2026 4:51:26 PM,Commercial,0.00,ATWELL LLC,CCPH-2100012,,Trash,no_hvac_signal
F800,2600453,F800-2600453,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600453,F800-2600453,5133 E JUSTICA ST,PHOENIX,2/4/2026 4:47:10 PM,Commercial,0.00,INTY SOLAR LLC,SPAD-2600153,,Trash,negative=solar(?: pv)?
F159,26001769,F159-26001769,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F159-26001769,F159-26001769,4165 E ST JOSEPH WAY,PHOENIX,2/4/2026 4:42:41 PM,Commercial,0.00,FIRE SPRINKLER INSTALLERS LLC,FPPD-260123,,Trash,negative=fire|sprinkler
CES,26001768,CES-26001768,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CES-26001768,CES-26001768,,PHOENIX,2/4/2026 4:41:46 PM,Commercial,0.00,MEYER-HENSLER LLC,LSAL-2304175,,Trash,no_hvac_signal
LSPL,2600649,LSPL-2600649,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LSPL-2600649,LSPL-2600649,20711 N 54TH ST,PHOENIX,2/4/2026 4:39:18 PM,Commercial,0.00,MILL CREEK RENEWABLES LLC,,,Trash,no_hvac_signal
RPV,26001767,RPV-26001767,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=RPV-26001767,RPV-26001767,5340 W ENCANTO BLVD,PHOENIX,2/4/2026 4:35:03 PM,Commercial,51498.80,POSITIVE SYNERGY LLC,SPAD-0014238,,Trash,no_hvac_signal
CPWT,2600648,CPWT-2600648,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPWT-2600648,CPWT-2600648,20711 N 54TH ST,PHOENIX,2/4/2026 4:19:46 PM,Commercial,0.00,TO BE BID,,,Trash,no_hvac_signal
CPGD,2600647,CPGD-2600647,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CPGD-2600647,CPGD-2600647,3939 W CAREFREE HWY,PHOENIX,2/4/2026 4:19:18 PM,Commercial,99.00,KIMLEY-HORN AND ASSOCIATES INC,,,Trash,no_hvac_signal
LPSG,260120,LPSG-260120,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=LPSG-260120,LPSG-260120,3510 W PEORIA AVE,PHOENIX,2/4/2026 4:16:57 PM,Commercial,2000.00,ROCKART INDUSTRIES LLC,,,Trash,no_hvac_signal
F193,2600452,F193-2600452,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F193-2600452,F193-2600452,4510 N 29TH AVE,PHOENIX,2/4/2026 4:16:12 PM,Commercial,0.00,BRIGHT HOME INSTALLATIONS LLC,SPAD-2600144,,Trash,no_hvac_signal
OE,26001766,OE-26001766,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=OE-26001766,OE-26001766,2328 N 52ND ST,PHOENIX,2/4/2026 4:09:20 PM,Commercial,5240.00,MAXIMUS LLC,SPAD-2500486,,Trash,no_hvac_signal
F800,2600451,F800-2600451,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F800-2600451,F800-2600451,3620 W DIANA AVE,PHOENIX,2/4/2026 4:00:03 PM,Commercial,0.00,ONEWORLDENERGY LLC,SPAD-2101021,,Trash,no_hvac_signal
F875,26001765,F875-26001765,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F875-26001765,F875-26001765,15785 S DESERT FOOTHILLS PKWY,PHOENIX,2/4/2026 3:21:43 PM,Residential,0.00,METRO FIRE EQ,,,Trash,negative=fire
F809,26001764,F809-26001764,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=F809-26001764,F809-26001764,3131 E THUNDERBIRD RD,PHOENIX,2/4/2026 3:07:40 PM,Commercial,0.00,VALLEY FIRE SPRINKLER INC,,,Trash,negative=fire|sprinkler
CES,26001763,CES-26001763,https://apps-secure.phoenix.gov/PDD/Search/PermitDetails?permitNum=CES-26001763,CES-26001763,3434 W UNION HILLS DR,PHOENIX,2/4/2026 2:57:13 PM,Commercial,0.00,FLAGSTAFF BUILDERS LLC,LSPL-2504447,,Trash,no_hvac_signal
